ID,回答エリア,施設,回答日時,宿泊数（全行程）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,宿泊目的,交通手段,交通手段（施設）,満足度（交通手段）,満足度理由（交通手段）,一人あたり宿泊費,一人あたり交通費,一人あたり消費額（県内）,訪問回数,情報源,訪問施設（前）,訪問施設（前）自由記入,訪問施設（後）自由記入,一人あたり消費額（施設）,満足度（商品・サービス）,満足度理由（商品・サービス）,満足度（施設）,満足度理由（施設）,不便（施設）,不便理由,NPS,自由意見（施設）,リピート意向,自由意見（県内）,性別,生年,都道府県,市区町村,世帯年収,回答動機,旅全体の総合満足度を教えてください。,"石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。
０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。",今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
2552,加賀,ふれあい昆虫館,2024-02-21T16:07:56+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦2人,温泉や露天風呂,自家用車,自家用車,満足,チョウが飛んでる園を見えるのがよかった,"10,000円以上、20,000円未満","5,000円以上、10,000円未満","5,000円以上、10,000円未満",初めて,"観光展・物産展, 観光パンフレット・ポスター",月うさぎの里,,,"1,000円未満",満足,,満足,,感じなかった,,7,,また行きたい（1年以内）,気球乗り体験,男性,1994,石川県,かほく市,300万円以上400万円未満,能登牛が当たる,,,
2553,金沢,金沢駅,2024-02-21T16:09:51+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,自分ひとり,"地元の美味しいものを食べる, アウトドア（海水浴、釣り、登山など）, ラブライブ ！蓮ノ空の聖地巡礼",夜行バス,"路線バス, 徒歩",満足,医王山登山にバスを利用しましたが、冬季は登山口までは運行していないようで少しあるきましたが、路線バスがあるだけありがたいです。,"5,000円以上、10,000円未満","1,000円以上、3,000円未満","5,000円以上、10,000円未満",２～５回目,"インターネット・アプリ, X(旧：Twitter)",選択なし/該当施設なし,,,"1,000円未満",満足,お土産屋やトイレなど特に不便なく利用させていただきました。,満足,バス乗り場がわかりやすくて良いと思う。,感じなかった,,8,座って休めるベンチがもう少し多いと良いなと思いました。,また行きたい（1年以内）,冬季も白山へのバスをぜひ運行して下さい！！,女性,1987,東京都,府中市,400万円以上500万円未満,能登牛が当たる,,,自家用車がなくても路線バスなど交通の便が良いと思う。
2554,金沢,金沢中央観光案内所,2024-02-21T16:44:14+09:00,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,自分ひとり,友人・親戚を訪ねる,高速バス,徒歩,,,使わない,"1,000円未満","3,000円以上、5,000円未満",初めて,通りがかった,近江町市場,銭湯　香林坊,食事,使わない,とても満足,スマホの充電をさせて頂きました,とても満足,遅くまで開館時間がある事,感じなかった,,10,喫茶店,また行きたい（1年以内）,酒粕をお土産にしました　　,女性,1967,東京都,品川区,200万円以上300万円未満,なんとなく,,,銭湯　安価でゆっくり温まりました
2555,金沢,金沢城公園,2024-02-21T19:45:05+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,友人,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",在来線,路線バス,とても満足,不便なく回れた,"10,000円以上、20,000円未満","3,000円以上、5,000円未満","30,000円以上、40,000円未満",初めて,"新聞・雑誌・ガイドブック, 観光パンフレット・ポスター, インターネット・アプリ, タクシードライバーや地元の人",近江町市場,,,"1,000円未満",とても満足,不便なかつた,とても満足,不便なかった,感じなかった,雨降った,10,特になし,また行きたい（1年以内）,とくになしあ,女性,1969,大阪府,大阪市,200万円以上300万円未満,"能登牛が当たる, ひゃくまんさんが好き",,,魚か美味しい
2556,金沢,KOKOHOTEL Premier 金沢香林坊,2024-02-21T20:14:19+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,自分ひとり,出張など仕事関係,飛行機,"在来線, 路線バス",どちらでもない,,"10,000円以上、20,000円未満","10,000円以上、20,000円未満","1,000円以上、3,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,,,使わない,満足,,満足,,感じた,照明が暗かった,8,,機会があれば行きたい,安くておいしい食事,女性,1977,北海道,帯広市,500万円以上600万円未満,能登牛が当たる,,,
2557,金沢,ホテルウィングインターナショナルプレミアム金沢駅前,2024-02-21T23:31:29+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,自分ひとり,"地元の美味しいものを食べる, 名所、旧跡の観光",在来線,"在来線, 徒歩",満足,金沢駅より近い,"5,000円以上、10,000円未満","5,000円以上、10,000円未満","10,000円以上、20,000円未満",初めて,"新聞・雑誌・ガイドブック, インターネット・アプリ",選択なし/該当施設なし,仕事終わりに直行したため,,"1,000円以上、3,000円未満",満足,,とても満足,,感じなかった,,8,,また行きたい（1年以内）,特にお酒,男性,1987,兵庫県,神戸市,400万円以上500万円未満,なんとなく,,,
2558,金沢,KOKOHOTEL Premier 金沢香林坊,2024-02-22T00:12:23+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,自分ひとり,出張など仕事関係,在来線,レンタカー,満足,公共交通機関が発達していないので、車は利便性が有る。,"5,000円以上、10,000円未満","30,000円以上、40,000円未満","20,000円以上、30,000円未満",１１回目以上,インターネット・アプリ,選択なし/該当施設なし,仕事の関係先,仕事の関係先,"10,000円以上、20,000円未満",満足,利便性、綺麗,満足,利便性、綺麗,感じた,ハイルーフ車の駐車場が無い。,10,利用履歴無し。,また行きたい（1年以内）,特に無し,男性,1966,大阪府,大阪市,1200万円以上1500万円未満,能登牛が当たる,,,食材が新鮮で美味しい。
2559,金沢,石川県立美術館,2024-02-22T10:52:11+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,高校生の子供と,"宿でのんびり過ごす, まちあるき、都市散策, 各種体験（手作り、果物狩りなど）",新幹線,路線バス,不満,Suicaが使えない,"10,000円以上、20,000円未満","3,000円以上、5,000円未満","20,000円以上、30,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,,,"1,000円未満",満足,,とても満足,,感じなかった,,9,,機会があれば行きたい,なし,女性,1969,東京都,杉並区,1200万円以上1500万円未満,"能登牛が当たる, ひゃくまさんが好き",,,国宝
2560,加賀,ふれあい昆虫館,2024-02-22T11:02:07+09:00,2泊,石川県内には宿泊しない,石川県内には宿泊しない,福井県,小学生以下連れの家族,テーマパーク（遊園地、動物園、博物館など）,"レンタカー, 飛行機",レンタカー,とても満足,,使わない,使わない,"1,000円以上、3,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,恐竜博物館,,"1,000円未満",とても満足,クイズなど工夫されていて、楽しめました。,とても満足,,感じなかった,,9,,また行きたい（1年以内）,おしゃれな地産のものがほしいです,女性,1989,宮城県,仙台市,900万円以上1000万円未満,"能登牛が当たる, なんとなく",,,子供が好きな昆虫がたくさんあり、楽しいです
2561,加賀,小松市観光交流センター Komatsu九,2024-02-22T12:27:16+09:00,3泊,3泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,自分ひとり,"宿でのんびり過ごす, 温泉や露天風呂","在来線, 飛行機",路線バス,満足,時間が正確,"30,000円以上、40,000円未満","20,000円以上、30,000円未満","5,000円以上、10,000円未満",初めて,観光協会等の案内所,選択なし/該当施設なし,,,使わない,満足,,満足,,感じなかった,,8,,また行きたい（1年以内）,温泉,女性,1965,茨城県,稲敷郡阿見町,1200万円以上1500万円未満,ひゃくまんさんが好き,,,
2562,金沢,ダイワロイネットホテル金沢MIYABI,2024-02-22T12:48:01+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,親戚,地元の美味しいものを食べる,在来線,徒歩,,,"5,000円以上、10,000円未満","10,000円以上、20,000円未満","10,000円以上、20,000円未満",初めて,"新聞・雑誌・ガイドブック, TV・ラジオ番組やCM",選択なし/該当施設なし,,,使わない,満足,,満足,,感じなかった,,7,,機会があれば行きたい,特になし,女性,1983,大阪府,泉北郡忠岡町,200万円以上300万円未満,能登牛が当たる,,,
2563,金沢,金沢中央観光案内所,2024-02-22T14:12:22+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,親,"地元の美味しいものを食べる, 名所、旧跡の観光, 買い物、アウトレット, まちあるき、都市散策","新幹線, 在来線","路線バス, 徒歩",,,"5,000円以上、10,000円未満","50,000円以上、100,000円未満","30,000円以上、40,000円未満",初めて,"観光展・物産展, 新聞・雑誌・ガイドブック, 観光連盟やDMOのHP, インターネット・アプリ, X(旧：Twitter), Instagram",尾山神社,,石川県立美術館,"1,000円未満",満足,,満足,,感じなかった,,9,,機会があれば行きたい,特になし,女性,1980,宮城県,仙台市,200万円以上300万円未満,"能登牛が当たる, ひゃくまさんが好き, なんとなく",,,
2564,金沢,金沢中央観光案内所,2024-02-22T14:14:41+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,次女と,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",新幹線,路線バス,とても満足,どの路線も分かりやすくなっていて、素晴らしい！,"10,000円以上、20,000円未満","30,000円以上、40,000円未満","40,000円以上、50,000円未満",６～１０回目,インターネット・アプリ,ひがし茶屋街,大樋焼美術館,,使わない,どちらでもない,,どちらでもない,,感じなかった,,10,,また行きたい（1年以内）,無し,女性,1953,宮城県,仙台市,200万円以上300万円未満,"動く３Dひゃくまんさんを見たい, 石川県のおすすめ観光スポットが見たい, 石川県の雑学を知りたい",,,
2565,金沢,金沢駅,2024-02-22T14:26:19+09:00,4泊以上,4泊以上,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦2人,出張など仕事関係,飛行機,路線バス,満足,,"30,000円以上、40,000円未満","3,000円以上、5,000円未満","10,000円以上、20,000円未満",初めて,"観光連盟やDMOのHP, インターネット・アプリ",兼六園,,,"1,000円以上、3,000円未満",満足,,満足,,感じなかった,,5,,機会があれば行きたい,特になし,女性,1987,沖縄県,名護市,600万円以上700万円未満,能登牛が当たる,,,
2566,金沢,長町武家屋敷休憩館,2024-02-22T14:55:59+09:00,3泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,富山県,夫婦2人,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策","新幹線, 飛行機",レンタサイクル,とても満足,値段も安くて、電動自転車なので楽だったため。,"5,000円以上、10,000円未満","10,000円以上、20,000円未満","40,000円以上、50,000円未満",初めて,観光協会等の案内所,ひがし茶屋街,,,使わない,満足,とても清潔でした。,満足,良かった。,感じなかった,,7,ゴミ箱が欲しいです。,また行きたい（1年以内）,食べ歩き出来ると嬉しい。またそれに伴ってゴミ箱も設置していただけると助かります。,男性,1978,東京都,足立区,400万円以上500万円未満,"能登牛が当たる, ひゃくまさんが好き",,,休憩するには良いところだと思いました。
