施設,タイムスタンプ,個人情報保護の方針について,全行程での宿泊数をお答えください（石川県以外での宿泊も含みます）,石川県内での宿泊数をお答えください,石川県内での宿泊エリアをお答えください,石川県外での宿泊エリアをお答えください,今回はどなたと石川県を訪れていますか？,今回の石川県の訪問目的は何ですか？（複数選択可）,石川県外から訪れた方にお聞きします。今回は主にどのような交通手段で石川県に来られましたか。※2つまでお答えください,次に、 当施設  を訪れる際に利用した主な交通手段をお答えください。※2つまでお答えください,前の設問で「自家用車」「徒歩」以外を選択された方にお聞きします。当該の交通手段をお使いいただいた満足度をお聞かせください。,上記満足度の理由について、具体的に教えてください,今回の旅行またはお出かけにおける、石川県内での具体的な宿泊費をお答えください。（予定でも可/１人あたり）,"今回の旅行またはお出かけにおける石川県内での具体的な交通費をお答えください。（予定でも可/１人あたり）
※石川県外からの交通費、石川県内での交通費を含む。","今回の旅行またはお出かけにおける、石川県内での具体的な現地消費額をお答えください。（予定でも可/１人あたり）
※飲食、買い物、体験・観光などの消費額合計
※宿泊費、交通費を除く",これまでに   当施設   には何度訪れたことがありますか。,今回   当施設   を訪れる際に参考にした情報源は何ですか？（複数選択可）,"当施設   の前に訪れた主な場所（施設やスポット名称、エリアなど）を、次の名称リストからひとつ選んでください。

※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。
※当施設   が最初に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。",上記名称リストにない場合について、具体的にお答えください。(前),"当施設   の後に訪れる予定の場所（施設やスポット名称、エリア）を、次の名称リストからひとつ選んでください

※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。
※当施設    が最後に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。",上記名称リストにない場合について、具体的にお答えください。(後),当施設    における、消費総額をお答えください。（予定でも可/１人あたり）,当施設 における、商品・サービスの満足度をお答えください,上記満足度の理由につい具体的に教えてください。(サービス),当施設   における、施設全体の満足度をお答えください。,上記満足度の理由につい具体的に教えてください。(施設全体),当施設   において、不便を感じたり困ったことはありましたか。,上記不便を感じたり、困ったことについて具体的に教えてください,あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。,あなたが求めている   当施設   の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください,今後、再び石川県を訪れたいと思いますか,"あなたが求めている石川県の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください。

(※必須項目です。無ければ「特になし」とご記入ください)",性別をお答えください,生まれた年をお答えください,お住いの都道府県をお答えください,"お住いの市区町村をお答えください
例：新宿区",世帯年収をお答えください,アンケートに回答しようと思った動機をお答えください,旅全体の総合満足度を教えてください。,"石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。
０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。",今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
トレインパーク白山,2025/09/21 11:05:11,同意する,1泊,石川県内には宿泊しない,石川県内には宿泊しない,富山県,小学生以下連れの家族,"地元の美味しいものを食べる, 名所、旧跡の観光",自家用車,自家用車,,,使わない,"10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,,選択なし／該当施設なし,,"3,000円以上 5,000円未満",とても満足,子どもたちがとても楽しめました。,とても満足,,感じなかった,,8,,また行きたい（1年以内）,金箔カステラが忘れられない。また、ハントンライスが楽しみです。,男,1984,長野県,長野市,500万円以上 600万円未満,景品が当たる,とても満足,10,
小松市観光交流センター Komatsu九,2025/09/21 11:37:44,同意する,2泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,大阪,夫婦2人,各種体験（手作り、果物狩りなど）,新幹線,徒歩,とても満足,,"5,000円以上 10,000円未満","10,000円以上 20,000円未満","1,000円以上 3,000円未満",11回目以上,友人・知人,選択なし/該当施設なし,,選択なし／該当施設なし,,"1,000円以上 3,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,特になし,男,1992,神奈川県,横浜市,800万円以上 900万円未満,"景品が当たる, ひゃくまんさんが好き",とても満足,10,
小松市観光交流センター Komatsu九,2025/09/21 11:39:25,同意する,2泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,大阪府,夫婦2人,"地元の美味しいものを食べる, 友人・親戚を訪ねる",新幹線,徒歩,満足,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",11回目以上,"X(旧：Twitter), Instagram",選択なし/該当施設なし,,選択なし／該当施設なし,,"3,000円以上 5,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,特になし,女,1992,神奈川県,横浜市,700万円以上 800万円未満,"景品が当たる, ひゃくまんさんが好き, 石川県のおすすめ観光スポットが見たい",とても満足,10,
いしかわ動物園,2025/09/21 12:31:00,同意する,3泊,3泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,自分ひとり,"地元の美味しいものを食べる, まちあるき、都市散策",自家用車,自家用車,,,"10,000円以上 20,000円未満","30,000円以上 40,000円未満","1,000円以上 3,000円未満",初めて,インターネット・アプリ,那谷寺,,ゆのくにの森,,"3,000円以上 5,000円未満",とても満足,周り安く案内も丁寧でした。,とても満足,トイレ、休憩所も多く家族でもまわりやすくていいですね,感じなかった,,10,,また行きたい（1年以内）,歴史深いとこなので見たい場所が多くあります,男,1974,鳥取県,鳥取市,300万円以上 400万円未満,景品が当たる,とても満足,10,
加賀伝統工芸村　ゆのくにの森,2025/09/21 13:03:48,同意する,2泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,福井県,親,宿でのんびり過ごす,自家用車,自家用車,とても満足,よい,"3,000円以上 5,000円未満","20,000円以上 30,000円未満","3,000円以上 5,000円未満",初めて,観光展・物産展,ゆのくにの森,,選択なし／該当施設なし,,"10,000円以上 20,000円未満",とても満足,,とても満足,,感じなかった,,10,,機会があれば行きたい,体験,女,1995,京都府,京都市,600万円以上 700万円未満,景品が当たる,とても満足,10,
小松市観光交流センター Komatsu九,2025/09/21 14:01:35,同意する,2泊,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,団体旅行,お祭りやイベントへの参加・見物,新幹線,在来線,満足,東京から乗り換え1回で来れる。,"10,000円以上 20,000円未満","30,000円以上 40,000円未満","1,000円以上 3,000円未満",初めて,友人・知人,選択なし/該当施設なし,小松の杜,選択なし／該当施設なし,西俣キャンプ場,"10,000円以上 20,000円未満",満足,名産品が見やすく販売されている。,満足,周辺の観光案内が網羅されている。,感じなかった,,9,駅周辺に歴史的建造物があり土産屋ものもまとめて見ることができ助かった。,機会があれば行きたい,海産物。,男,1985,東京都,墨田区,500万円以上 600万円未満,景品が当たる,とても満足,9,自然が多くのんびりと観光できる。
トレインパーク白山,2025/09/21 14:11:28,同意する,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,小学生以下連れの家族,地元の美味しいものを食べる,自家用車,自家用車,,,"5,000円以上 10,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",2～5回目,"新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, 観光パンフレット・ポスター",選択なし/該当施設なし,,石川県立航空プラザ,,"1,000円未満",とても満足,子供たちが思いっきり楽しく遊べ、小学生から幼児まで楽しめて良かったです。,満足,規模は大きくないけれど、体験や触ることができ楽しめました。,感じなかった,,8,お土産も楽しめ、ガチャガチャの九谷焼がもう少し見えるところにあればいいのではないでしょうか？ひっそりととした場所にありました。,また行きたい（1年以内）,旅行雑誌を見ると金沢市内は観光名所が多いけれど、温泉も有名なのにあまり情報源がなく観光雑誌からは温泉以外の魅力をあまり感じません。,女,1986,長野県,長野市,700万円以上 800万円未満,"景品が当たる, 石川県のおすすめ観光スポットが見たい",とても満足,10,お魚が新鮮でとっても美味しいです。
白峰温泉総湯,2025/09/21 14:34:22,同意する,日帰り,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦2人,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",飛行機,レンタカー,不満,石川県の交通マナーが悪い,"30,000円以上 40,000円未満","30,000円以上 40,000円未満","30,000円以上 40,000円未満",初めて,観光展・物産展,石川県立航空プラザ,,日本自動車博物館,,"1,000円以上 3,000円未満",満足,,どちらでもない,,感じなかった,,5,,機会があれば行きたい,川釣り体験,男,1984,鹿児島県,鹿児島市,600万円以上 700万円未満,石川県のおすすめ観光スポットが見たい,満足,5,ジビエ
大江戸温泉物語Premium 山下家,2025/09/21 15:32:45,同意する,2泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,福井県,小学生以下連れの家族,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",在来線,旅行会社ツアーバス,満足,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",2～5回目,"観光パンフレット・ポスター, インターネット・アプリ, X(旧：Twitter), Instagram",選択なし/該当施設なし,,選択なし／該当施設なし,,"5,000円以上 10,000円未満",満足,,満足,,感じた,エレベーターがすぐ閉まるので危ない,9,,機会があれば行きたい,海鮮に期待をしています,女,1991,大阪府,高槻市,"1,000万円以上 1,200万円未満",景品が当たる,とても満足,10,
いしかわ動物園,2025/09/21 16:01:38,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,富山県,小学生以下連れの家族,名所、旧跡の観光,自家用車,自家用車,満足,,"1,000円以上 3,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",11回目以上,インターネット・アプリ,ゆのくにの森,,石川県立航空プラザ,,"10,000円以上 20,000円未満",とても満足,,満足,,感じなかった,,7,,機会があれば行きたい,なし,男,1974,富山県,射水市,600万円以上 700万円未満,景品が当たる,満足,7,
いしかわ動物園,2025/09/21 16:01:58,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,富山県,小学生以下連れの家族,イベント,自家用車,自家用車,,,使わない,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",初めて,観光展・物産展,選択なし/該当施設なし,,選択なし／該当施設なし,,"1,000円以上 3,000円未満",とても満足,富山にいない動物がいた,とても満足,まわりやすかった,感じなかった,,10,,また行きたい（1年以内）,遊園地,女,1977,富山県,射水市,700万円以上 800万円未満,景品が当たる,とても満足,9,
トレインパーク白山,2025/09/21 16:10:16,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,小学生以下連れの家族,各種体験（手作り、果物狩りなど）,県外から訪れていない（石川県内在住）,自家用車,,,使わない,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,,選択なし／該当施設なし,,"1,000円以上 3,000円未満",とても満足,,とても満足,,感じなかった,,10,,石川県在住,グルメ、子供の遊び場,女,1988,石川県,金沢市,"1,200万円以上 1,500万円未満",景品が当たる,とても満足,10,
いしかわ動物園,2025/09/21 16:10:17,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,富山県,家族,"花見や紅葉などの自然鑑賞, 名所、旧跡の観光",自家用車,自家用車,,満足した,"1,000円以上 3,000円未満","1,000円以上 3,000円未満","3,000円以上 5,000円未満",2～5回目,タクシードライバーや地元の人,選択なし/該当施設なし,,選択なし／該当施設なし,,"1,000円以上 3,000円未満",満足,動物が可愛い,どちらでもない,蜘蛛の巣が多かった,感じなかった,とくに,5,メロンソーダが美味しかった,また行きたい（1年以内）,動物園が楽しかった,その他,2010,富山県,射水市,700万円以上 800万円未満,景品が当たる,とても満足,5,街
トレインパーク白山,2025/09/21 16:26:54,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,親,地元の美味しいものを食べる,県外から訪れていない（石川県内在住）,自家用車,,,使わない,"3,000円以上 5,000円未満","1,000円未満",2～5回目,Instagram,選択なし/該当施設なし,,選択なし／該当施設なし,,"3,000円以上 5,000円未満",とても満足,かがやきソフトがとても美味しかった,とても満足,新幹線とドクターイエローを間近で見れて良かった,感じなかった,,8,,石川県在住,能美市にあるフォレストアドベンチャーのような施設が増えて欲しい,女,1999,石川県,白山市,300万円以上 400万円未満,景品が当たる,満足,8,新幹線の通過を間近で見れるし、景色も良いところ
いしかわ動物園,2025/09/21 16:28:03,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,日帰り,小学生以下連れの家族,テーマパーク（遊園地、動物園、博物館など）,自家用車,自家用車,,,使わない,"3,000円以上 5,000円未満","1,000円以上 3,000円未満",初めて,Instagram,選択なし/該当施設なし,いしかわ動物園,選択なし／該当施設なし,帰宅,"3,000円以上 5,000円未満",とても満足,動物が見やすかった,とても満足,楽しかった,感じなかった,,10,,また行きたい（1年以内）,特になし,女,1994,富山県,高岡市,300万円以上 400万円未満,景品が当たる,とても満足,10,
大江戸温泉物語 あわづグランドホテル,2025/09/21 16:30:24,同意する,1泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,岐阜県,恋人,宿でのんびり過ごす,自家用車,自家用車,,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",2～5回目,観光展・物産展,選択なし/該当施設なし,,選択なし／該当施設なし,,"20,000円以上 30,000円未満",満足,,満足,,感じなかった,,8,,また行きたい（1年以内）,ご当地グルメ,女,1993,兵庫県,三田市,200万円以上 300万円未満,景品が当たる,満足,7,
トレインパーク白山,2025/09/21 16:45:56,同意する,1泊,石川県内には宿泊しない,石川県内には宿泊しない,富山県,小学生以下連れの家族,"地元の美味しいものを食べる, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, まちあるき、都市散策",自家用車,自家用車,,,使わない,"3,000円以上 5,000円未満","10,000円以上 20,000円未満",初めて,"インターネット・アプリ, 友人・知人",選択なし/該当施設なし,富山市立図書館、富山城址公園,選択なし／該当施設なし,金沢駅,"1,000円未満",満足,,満足,新幹線を間近で見ることができたから,感じなかった,,10,施設がとても綺麗で子連れでも安心して使えました,機会があれば行きたい,特になし,女,1987,長野県,長野市,600万円以上 700万円未満,"景品が当たる, ひゃくまんさんが好き",満足,9,金沢駅前（テレビでしか見たことが無かったが実際にみたらすごく綺麗だった）
